진료년도,시도,시군구,성별,연령군,환자수,입내원일수,요양급여비용총액
2023,강원,삼척시,여,20~29세,0,0,0
2023,강원,삼척시,여,30~39세,0,0,0
2023,강원,삼척시,여,40~49세,0,0,0
2023,강원,삼척시,여,50~59세,0,0,0
2023,강원,삼척시,여,60~69세,28,147,8775730
2023,강원,삼척시,여,70~79세,162,1418,81704800
2023,강원,삼척시,여,80~89세,475,4815,281909590
2023,강원,삼척시,여,90~99세,165,1672,98512230
2023,강원,삼척시,여,100세 이상,0,0,0
2023,충북,괴산군,남,0~9세,0,0,0
2023,충북,괴산군,남,10~19세,0,0,0
2023,충북,괴산군,남,20~29세,0,0,0
2023,충북,괴산군,남,30~39세,0,0,0
2023,충북,괴산군,남,40~49세,0,0,0
2023,충북,괴산군,남,50~59세,0,0,0
2023,충북,괴산군,남,60~69세,21,77,4348110
2023,충북,괴산군,남,70~79세,56,228,26618470
2023,충북,괴산군,남,80~89세,141,472,41295780
2023,충북,괴산군,남,90~99세,25,99,5657000
2023,충북,괴산군,남,100세 이상,0,0,0
2023,충북,괴산군,여,0~9세,0,0,0
2023,충북,괴산군,여,10~19세,0,0,0
2023,충북,괴산군,여,20~29세,0,0,0
2023,충북,괴산군,여,30~39세,0,0,0
2023,충북,괴산군,여,40~49세,0,0,0
2023,충북,괴산군,여,50~59세,0,0,0
2023,충북,괴산군,여,60~69세,22,57,8414220
2023,충북,괴산군,여,70~79세,105,359,29166700
2023,충북,괴산군,여,80~89세,356,1273,81753830
2023,충북,괴산군,여,90~99세,110,412,25438790
2023,충북,괴산군,여,100세 이상,0,0,0
2023,충북,단양군,남,0~9세,0,0,0
2023,충북,단양군,남,10~19세,0,0,0
2023,충북,단양군,남,20~29세,0,0,0
2023,충북,단양군,남,30~39세,0,0,0
2023,충북,단양군,남,40~49세,0,0,0
2023,충북,단양군,남,50~59세,0,0,0
2023,충북,단양군,남,60~69세,0,0,0
2023,충북,단양군,남,70~79세,16,258,18333100
2023,충북,단양군,남,80~89세,66,2777,214929500
2023,충북,단양군,남,90~99세,16,642,48305610
2023,충북,단양군,남,100세 이상,0,0,0
2023,충북,단양군,여,0~9세,0,0,0
2023,충북,단양군,여,10~19세,0,0,0
2023,충북,단양군,여,20~29세,0,0,0
2023,충북,단양군,여,30~39세,0,0,0
2023,충북,단양군,여,40~49세,0,0,0
2023,충북,단양군,여,50~59세,0,0,0
2023,충북,단양군,여,60~69세,0,0,0
2023,충북,단양군,여,70~79세,45,568,36701990
2023,충북,단양군,여,80~89세,163,8485,615965050
2023,충북,단양군,여,90~99세,52,2256,161509090
2023,충북,단양군,여,100세 이상,0,0,0
2023,충북,보은군,남,0~9세,0,0,0
2023,충북,보은군,남,10~19세,0,0,0
2023,충북,보은군,남,20~29세,0,0,0
2023,충북,보은군,남,30~39세,0,0,0
2023,충북,보은군,남,40~49세,0,0,0
2023,충북,보은군,남,50~59세,0,0,0
2023,충북,보은군,남,60~69세,10,558,46015420
2023,충북,보은군,남,70~79세,80,1011,82648790
2023,충북,보은군,남,80~89세,152,3276,260402640
2023,충북,보은군,남,90~99세,34,1446,116330770
2023,충북,보은군,남,100세 이상,0,0,0
2023,충북,보은군,여,0~9세,0,0,0
2023,충북,보은군,여,10~19세,0,0,0
2023,충북,보은군,여,20~29세,0,0,0
2023,충북,보은군,여,30~39세,0,0,0
2023,충북,보은군,여,40~49세,0,0,0
2023,충북,보은군,여,50~59세,0,0,0
2023,충북,보은군,여,60~69세,11,52,5798120
2023,충북,보은군,여,70~79세,114,780,58779750
2023,충북,보은군,여,80~89세,391,9342,752542830
2023,충북,보은군,여,90~99세,124,6936,559340050
2023,충북,보은군,여,100세 이상,0,0,0
2023,충북,영동군,남,0~9세,0,0,0
2023,충북,영동군,남,10~19세,0,0,0
2023,충북,영동군,남,20~29세,0,0,0
2023,충북,영동군,남,30~39세,0,0,0
2023,충북,영동군,남,40~49세,0,0,0
2023,충북,영동군,남,50~59세,0,0,0
2023,충북,영동군,남,60~69세,27,1607,139689750
2023,충북,영동군,남,70~79세,83,1873,165345300
2023,충북,영동군,남,80~89세,269,6431,524370460
2023,충북,영동군,남,90~99세,49,2442,191782240
2023,충북,영동군,남,100세 이상,0,0,0
2023,충북,영동군,여,0~9세,0,0,0
2023,충북,영동군,여,10~19세,0,0,0
2023,충북,영동군,여,20~29세,0,0,0
2023,충북,영동군,여,30~39세,0,0,0
2023,충북,영동군,여,40~49세,0,0,0
2023,충북,영동군,여,50~59세,0,0,0
2023,충북,영동군,여,60~69세,19,1273,109779860
2023,충북,영동군,여,70~79세,177,4838,394187730
2023,충북,영동군,여,80~89세,699,30763,2519606900
2023,충북,영동군,여,90~99세,199,11127,913164810
2023,충북,영동군,여,100세 이상,0,0,0
2023,충북,옥천군,남,0~9세,0,0,0
2023,충북,옥천군,남,10~19세,0,0,0
2023,충북,옥천군,남,20~29세,0,0,0
2023,충북,옥천군,남,30~39세,0,0,0
2023,충북,옥천군,남,40~49세,0,0,0
2023,충북,옥천군,남,50~59세,0,0,0
2023,충북,옥천군,남,60~69세,42,1418,117537530
2023,충북,옥천군,남,70~79세,105,1792,143424150
2023,충북,옥천군,남,80~89세,206,3538,303305300
2023,충북,옥천군,남,90~99세,59,635,64509750
2023,충북,옥천군,남,100세 이상,0,0,0
2023,충북,옥천군,여,0~9세,0,0,0
2023,충북,옥천군,여,10~19세,0,0,0
2023,충북,옥천군,여,20~29세,0,0,0
2023,충북,옥천군,여,30~39세,0,0,0
2023,충북,옥천군,여,40~49세,0,0,0
2023,충북,옥천군,여,50~59세,0,0,0
2023,충북,옥천군,여,60~69세,46,526,41778150
2023,충북,옥천군,여,70~79세,245,2660,243585100
2023,충북,옥천군,여,80~89세,580,11962,1030947090
2023,충북,옥천군,여,90~99세,190,7843,647051880
2023,충북,옥천군,여,100세 이상,0,0,0
2023,충북,음성군,남,0~9세,0,0,0
2023,충북,음성군,남,10~19세,0,0,0
2023,충북,음성군,남,20~29세,0,0,0
2023,충북,음성군,남,30~39세,0,0,0
2023,충북,음성군,남,40~49세,0,0,0
2023,충북,음성군,남,50~59세,0,0,0
2023,충북,음성군,남,60~69세,42,663,52851190
2023,충북,음성군,남,70~79세,106,1556,128372040
2023,충북,음성군,남,80~89세,233,1142,77148580
2023,충북,음성군,남,90~99세,36,387,28947370
2023,충북,음성군,남,100세 이상,0,0,0
2023,충북,음성군,여,0~9세,0,0,0
2023,충북,음성군,여,10~19세,0,0,0
2023,충북,음성군,여,20~29세,0,0,0
2023,충북,음성군,여,30~39세,0,0,0
2023,충북,음성군,여,40~49세,0,0,0
2023,충북,음성군,여,50~59세,0,0,0
2023,충북,음성군,여,60~69세,48,665,51989570
2023,충북,음성군,여,70~79세,154,2194,158888350
2023,충북,음성군,여,80~89세,619,5363,307635580
2023,충북,음성군,여,90~99세,228,1459,47458120
2023,충북,음성군,여,100세 이상,0,0,0
2023,충북,진천군,남,0~9세,0,0,0
2023,충북,진천군,남,10~19세,0,0,0
2023,충북,진천군,남,20~29세,0,0,0
2023,충북,진천군,남,30~39세,0,0,0
2023,충북,진천군,남,40~49세,0,0,0
2023,충북,진천군,남,50~59세,0,0,0
2023,충북,진천군,남,60~69세,24,855,71190030
2023,충북,진천군,남,70~79세,72,985,73338700
2023,충북,진천군,남,80~89세,194,2385,174725320
2023,충북,진천군,남,90~99세,38,326,22326950
2023,충북,진천군,남,100세 이상,0,0,0
2023,충북,진천군,여,0~9세,0,0,0
2023,충북,진천군,여,10~19세,0,0,0
2023,충북,진천군,여,20~29세,0,0,0
2023,충북,진천군,여,30~39세,0,0,0
2023,충북,진천군,여,40~49세,0,0,0
2023,충북,진천군,여,50~59세,0,0,0
2023,충북,진천군,여,60~69세,24,1014,82637830
2023,충북,진천군,여,70~79세,141,2285,174982700
2023,충북,진천군,여,80~89세,588,10155,757297110
2023,충북,진천군,여,90~99세,167,4373,351381170
2023,충북,진천군,여,100세 이상,0,0,0
2023,충북,증평군,남,0~9세,0,0,0
2023,충북,증평군,남,10~19세,0,0,0
2023,충북,증평군,남,20~29세,0,0,0
2023,충북,증평군,남,30~39세,0,0,0
2023,충북,증평군,남,40~49세,0,0,0
2023,충북,증평군,남,50~59세,0,0,0
2023,충북,증평군,남,60~69세,24,151,6658140
2023,충북,증평군,남,70~79세,77,1082,59147930
2023,충북,증평군,남,80~89세,138,1686,82103760
2023,충북,증평군,남,90~99세,28,269,11932600
2023,충북,증평군,남,100세 이상,0,0,0
2023,충북,증평군,여,0~9세,0,0,0
2023,충북,증평군,여,10~19세,0,0,0
2023,충북,증평군,여,20~29세,0,0,0
2023,충북,증평군,여,30~39세,0,0,0
2023,충북,증평군,여,40~49세,0,0,0
2023,충북,증평군,여,50~59세,0,0,0
2023,충북,증평군,여,60~69세,18,134,2270560
2023,충북,증평군,여,70~79세,120,1306,56646380
2023,충북,증평군,여,80~89세,409,7263,427102090
2023,충북,증평군,여,90~99세,105,2005,102701890
2023,충북,증평군,여,100세 이상,0,0,0
2023,충북,청주상당구,남,0~9세,0,0,0
2023,충북,청주상당구,남,10~19세,0,0,0
2023,충북,청주상당구,남,20~29세,0,0,0
2023,충북,청주상당구,남,30~39세,0,0,0
2023,충북,청주상당구,남,40~49세,0,0,0
2023,충북,청주상당구,남,50~59세,11,76,5086820
2023,충북,청주상당구,남,60~69세,108,899,69056290
2023,충북,청주상당구,남,70~79세,272,2724,186946220
2023,충북,청주상당구,남,80~89세,507,2481,100049810
2023,충북,청주상당구,남,90~99세,123,764,39885570
2023,충북,청주상당구,남,100세 이상,0,0,0
2023,충북,청주상당구,여,0~9세,0,0,0
2023,충북,청주상당구,여,10~19세,0,0,0
2023,충북,청주상당구,여,20~29세,0,0,0
2023,충북,청주상당구,여,30~39세,0,0,0
2023,충북,청주상당구,여,40~49세,0,0,0
2023,충북,청주상당구,여,50~59세,14,59,3197210
2023,충북,청주상당구,여,60~69세,89,469,26074350
2023,충북,청주상당구,여,70~79세,414,2430,157555840
2023,충북,청주상당구,여,80~89세,1502,9330,412833460
2023,충북,청주상당구,여,90~99세,459,3039,97887140
2023,충북,청주상당구,여,100세 이상,11,342,26304950
2023,충북,청주흥덕구,남,0~9세,0,0,0
2023,충북,청주흥덕구,남,10~19세,0,0,0
2023,충북,청주흥덕구,남,20~29세,0,0,0
2023,충북,청주흥덕구,남,30~39세,0,0,0
2023,충북,청주흥덕구,남,40~49세,0,0,0
2023,충북,청주흥덕구,남,50~59세,12,209,24540680
2023,충북,청주흥덕구,남,60~69세,75,391,35188250
2023,충북,청주흥덕구,남,70~79세,217,986,57055910
2023,충북,청주흥덕구,남,80~89세,462,2993,193806770
2023,충북,청주흥덕구,남,90~99세,98,1027,67374400
2023,충북,청주흥덕구,남,100세 이상,0,0,0
2023,충북,청주흥덕구,여,0~9세,0,0,0
2023,충북,청주흥덕구,여,10~19세,0,0,0
2023,충북,청주흥덕구,여,20~29세,0,0,0
2023,충북,청주흥덕구,여,30~39세,0,0,0
2023,충북,청주흥덕구,여,40~49세,0,0,0
2023,충북,청주흥덕구,여,50~59세,12,133,17412510
2023,충북,청주흥덕구,여,60~69세,79,385,35762970
2023,충북,청주흥덕구,여,70~79세,406,2960,207220380
2023,충북,청주흥덕구,여,80~89세,1312,11854,724045910
2023,충북,청주흥덕구,여,90~99세,350,3731,235480620
2023,충북,청주흥덕구,여,100세 이상,14,99,1004220
2023,충북,청주청원구,남,0~9세,0,0,0
2023,충북,청주청원구,남,10~19세,0,0,0
2023,충북,청주청원구,남,20~29세,0,0,0
2023,충북,청주청원구,남,30~39세,0,0,0
2023,충북,청주청원구,남,40~49세,0,0,0
2023,충북,청주청원구,남,50~59세,0,0,0
2023,충북,청주청원구,남,60~69세,64,653,52071210
2023,충북,청주청원구,남,70~79세,189,2197,196446950
2023,충북,청주청원구,남,80~89세,378,3300,228280150
2023,충북,청주청원구,남,90~99세,73,1005,74300390
2023,충북,청주청원구,남,100세 이상,0,0,0
2023,충북,청주청원구,여,0~9세,0,0,0
2023,충북,청주청원구,여,10~19세,0,0,0
2023,충북,청주청원구,여,20~29세,0,0,0
2023,충북,청주청원구,여,30~39세,0,0,0
2023,충북,청주청원구,여,40~49세,0,0,0
2023,충북,청주청원구,여,50~59세,14,156,13078480
2023,충북,청주청원구,여,60~69세,82,459,34710440
2023,충북,청주청원구,여,70~79세,383,2896,271411330
2023,충북,청주청원구,여,80~89세,1138,11473,726381000
2023,충북,청주청원구,여,90~99세,297,3405,176022490
2023,충북,청주청원구,여,100세 이상,10,86,648540
2023,충북,청주서원구,남,0~9세,0,0,0
2023,충북,청주서원구,남,10~19세,0,0,0
2023,충북,청주서원구,남,20~29세,0,0,0
2023,충북,청주서원구,남,30~39세,0,0,0
2023,충북,청주서원구,남,40~49세,0,0,0
2023,충북,청주서원구,남,50~59세,20,736,88340810
2023,충북,청주서원구,남,60~69세,125,1859,170525140
2023,충북,청주서원구,남,70~79세,355,5527,461154160
2023,충북,청주서원구,남,80~89세,584,10388,863090820
2023,충북,청주서원구,남,90~99세,111,3224,260539040
2023,충북,청주서원구,남,100세 이상,0,0,0
2023,충북,청주서원구,여,0~9세,0,0,0
2023,충북,청주서원구,여,10~19세,0,0,0
2023,충북,청주서원구,여,20~29세,0,0,0
2023,충북,청주서원구,여,30~39세,0,0,0
2023,충북,청주서원구,여,40~49세,0,0,0
2023,충북,청주서원구,여,50~59세,23,358,40099060
2023,충북,청주서원구,여,60~69세,161,1764,163130450
2023,충북,청주서원구,여,70~79세,530,11253,993166730
2023,충북,청주서원구,여,80~89세,1638,43004,3284334170
2023,충북,청주서원구,여,90~99세,587,16593,1222174400
2023,충북,청주서원구,여,100세 이상,25,794,61684350
2023,충북,충주시,남,0~9세,0,0,0
2023,충북,충주시,남,10~19세,0,0,0
2023,충북,충주시,남,20~29세,0,0,0
2023,충북,충주시,남,30~39세,0,0,0
2023,충북,충주시,남,40~49세,0,0,0
2023,충북,충주시,남,50~59세,20,340,32613500
2023,충북,충주시,남,60~69세,134,3263,250306710
2023,충북,충주시,남,70~79세,291,6451,518370090
2023,충북,충주시,남,80~89세,590,12726,994751590
2023,충북,충주시,남,90~99세,129,4801,390652500
2023,충북,충주시,남,100세 이상,0,0,0
2023,충북,충주시,여,0~9세,0,0,0
2023,충북,충주시,여,10~19세,0,0,0
2023,충북,충주시,여,20~29세,0,0,0
2023,충북,충주시,여,30~39세,0,0,0
2023,충북,충주시,여,40~49세,0,0,0
2023,충북,충주시,여,50~59세,61,167,7492470
2023,충북,충주시,여,60~69세,225,2306,164871580
2023,충북,충주시,여,70~79세,460,10378,800874720
2023,충북,충주시,여,80~89세,1512,53477,4165832910
2023,충북,충주시,여,90~99세,514,29531,2218117050
2023,충북,충주시,여,100세 이상,22,1202,88812770
2023,충북,제천시,남,0~9세,0,0,0
2023,충북,제천시,남,10~19세,0,0,0
2023,충북,제천시,남,20~29세,0,0,0
2023,충북,제천시,남,30~39세,0,0,0
2023,충북,제천시,남,40~49세,0,0,0
2023,충북,제천시,남,50~59세,0,0,0
2023,충북,제천시,남,60~69세,53,1382,109872250
2023,충북,제천시,남,70~79세,243,3496,298760050
2023,충북,제천시,남,80~89세,437,7361,597213230
2023,충북,제천시,남,90~99세,61,1050,71078650
2023,충북,제천시,남,100세 이상,0,0,0
2023,충북,제천시,여,0~9세,0,0,0
2023,충북,제천시,여,10~19세,0,0,0
2023,충북,제천시,여,20~29세,0,0,0
2023,충북,제천시,여,30~39세,0,0,0
2023,충북,제천시,여,40~49세,0,0,0
2023,충북,제천시,여,50~59세,11,56,5907030
2023,충북,제천시,여,60~69세,89,1664,135705960
2023,충북,제천시,여,70~79세,394,7521,612958070
2023,충북,제천시,여,80~89세,1180,29596,2249925980
2023,충북,제천시,여,90~99세,291,7490,520341160
2023,충북,제천시,여,100세 이상,13,377,25637330
2023,충남,금산군,남,0~9세,0,0,0
2023,충남,금산군,남,10~19세,0,0,0
2023,충남,금산군,남,20~29세,0,0,0
2023,충남,금산군,남,30~39세,0,0,0
2023,충남,금산군,남,40~49세,0,0,0
2023,충남,금산군,남,50~59세,0,0,0
2023,충남,금산군,남,60~69세,37,654,52741240
2023,충남,금산군,남,70~79세,137,2186,173356810
2023,충남,금산군,남,80~89세,358,7744,600522960
2023,충남,금산군,남,90~99세,83,1398,107503610
2023,충남,금산군,남,100세 이상,0,0,0
2023,충남,금산군,여,0~9세,0,0,0
2023,충남,금산군,여,10~19세,0,0,0
2023,충남,금산군,여,20~29세,0,0,0
2023,충남,금산군,여,30~39세,0,0,0
2023,충남,금산군,여,40~49세,0,0,0
2023,충남,금산군,여,50~59세,0,0,0
2023,충남,금산군,여,60~69세,42,807,66924160
2023,충남,금산군,여,70~79세,277,5155,389570730
2023,충남,금산군,여,80~89세,889,26613,2088491040
2023,충남,금산군,여,90~99세,255,11277,891505360
2023,충남,금산군,여,100세 이상,0,0,0
2023,충남,부여군,남,0~9세,0,0,0
2023,충남,부여군,남,10~19세,0,0,0
2023,충남,부여군,남,20~29세,0,0,0
2023,충남,부여군,남,30~39세,0,0,0
2023,충남,부여군,남,40~49세,0,0,0
2023,충남,부여군,남,50~59세,10,1266,97369680
2023,충남,부여군,남,60~69세,57,2667,253120160
2023,충남,부여군,남,70~79세,226,6576,538819790
2023,충남,부여군,남,80~89세,495,11900,1039395950
2023,충남,부여군,남,90~99세,118,3773,295899640
2023,충남,부여군,남,100세 이상,0,0,0
2023,충남,부여군,여,0~9세,0,0,0
2023,충남,부여군,여,10~19세,0,0,0
2023,충남,부여군,여,20~29세,0,0,0
2023,충남,부여군,여,30~39세,0,0,0
2023,충남,부여군,여,40~49세,0,0,0
2023,충남,부여군,여,50~59세,0,0,0
2023,충남,부여군,여,60~69세,69,2071,219646560
2023,충남,부여군,여,70~79세,425,8002,707169730
2023,충남,부여군,여,80~89세,1178,34569,2825492630
2023,충남,부여군,여,90~99세,388,22549,1840575330
2023,충남,부여군,여,100세 이상,11,275,17361670
2023,충남,서천군,남,0~9세,0,0,0
2023,충남,서천군,남,10~19세,0,0,0
2023,충남,서천군,남,20~29세,0,0,0
2023,충남,서천군,남,30~39세,0,0,0
2023,충남,서천군,남,40~49세,0,0,0
2023,충남,서천군,남,50~59세,0,0,0
2023,충남,서천군,남,60~69세,43,3015,239298920
2023,충남,서천군,남,70~79세,158,5119,377349830
2023,충남,서천군,남,80~89세,357,16206,1230567850
2023,충남,서천군,남,90~99세,87,7610,582949980
2023,충남,서천군,남,100세 이상,0,0,0
2023,충남,서천군,여,0~9세,0,0,0
2023,충남,서천군,여,10~19세,0,0,0
2023,충남,서천군,여,20~29세,0,0,0
2023,충남,서천군,여,30~39세,0,0,0
2023,충남,서천군,여,40~49세,0,0,0
2023,충남,서천군,여,50~59세,0,0,0
2023,충남,서천군,여,60~69세,35,1266,98778920
2023,충남,서천군,여,70~79세,227,5904,437043190
2023,충남,서천군,여,80~89세,764,38205,2894660950
2023,충남,서천군,여,90~99세,272,23994,1834528320
2023,충남,서천군,여,100세 이상,0,0,0
2023,충남,예산군,남,0~9세,0,0,0
2023,충남,예산군,남,10~19세,0,0,0
2023,충남,예산군,남,20~29세,0,0,0
2023,충남,예산군,남,30~39세,0,0,0
2023,충남,예산군,남,40~49세,0,0,0
2023,충남,예산군,남,50~59세,0,0,0
2023,충남,예산군,남,60~69세,21,294,18670120
2023,충남,예산군,남,70~79세,140,1339,75800300
2023,충남,예산군,남,80~89세,373,2834,139884990
2023,충남,예산군,남,90~99세,72,832,43549520
2023,충남,예산군,남,100세 이상,0,0,0
2023,충남,예산군,여,0~9세,0,0,0
2023,충남,예산군,여,10~19세,0,0,0
2023,충남,예산군,여,20~29세,0,0,0
2023,충남,예산군,여,30~39세,0,0,0
2023,충남,예산군,여,40~49세,0,0,0
2023,충남,예산군,여,50~59세,0,0,0
2023,충남,예산군,여,60~69세,41,499,28291010
2023,충남,예산군,여,70~79세,279,1949,103234450
2023,충남,예산군,여,80~89세,838,8586,455768420
2023,충남,예산군,여,90~99세,274,2836,128054660
2023,충남,예산군,여,100세 이상,0,0,0
2023,충남,청양군,남,0~9세,0,0,0
2023,충남,청양군,남,10~19세,0,0,0
2023,충남,청양군,남,20~29세,0,0,0
2023,충남,청양군,남,30~39세,0,0,0
2023,충남,청양군,남,40~49세,0,0,0
2023,충남,청양군,남,50~59세,0,0,0
2023,충남,청양군,남,60~69세,0,0,0
2023,충남,청양군,남,70~79세,72,2268,173803860
2023,충남,청양군,남,80~89세,181,4991,360402110
2023,충남,청양군,남,90~99세,40,1098,84360240
2023,충남,청양군,남,100세 이상,0,0,0
2023,충남,청양군,여,0~9세,0,0,0
2023,충남,청양군,여,10~19세,0,0,0
2023,충남,청양군,여,20~29세,0,0,0
2023,충남,청양군,여,30~39세,0,0,0
2023,충남,청양군,여,40~49세,0,0,0
2023,충남,청양군,여,50~59세,0,0,0
2023,충남,청양군,여,60~69세,26,954,74939530
2023,충남,청양군,여,70~79세,134,3163,233493180
2023,충남,청양군,여,80~89세,433,14961,1113957520
2023,충남,청양군,여,90~99세,140,5833,440655800
2023,충남,청양군,여,100세 이상,0,0,0
2023,충남,홍성군,남,0~9세,0,0,0
2023,충남,홍성군,남,10~19세,0,0,0
2023,충남,홍성군,남,20~29세,0,0,0
2023,충남,홍성군,남,30~39세,0,0,0
2023,충남,홍성군,남,40~49세,0,0,0
2023,충남,홍성군,남,50~59세,0,0,0
2023,충남,홍성군,남,60~69세,46,1271,105981460
2023,충남,홍성군,남,70~79세,260,3947,317180430
2023,충남,홍성군,남,80~89세,629,14953,1212443670
2023,충남,홍성군,남,90~99세,134,3166,263412740
2023,충남,홍성군,남,100세 이상,0,0,0
2023,충남,홍성군,여,0~9세,0,0,0
2023,충남,홍성군,여,10~19세,0,0,0
2023,충남,홍성군,여,20~29세,0,0,0
2023,충남,홍성군,여,30~39세,0,0,0
2023,충남,홍성군,여,40~49세,0,0,0
2023,충남,홍성군,여,50~59세,0,0,0
2023,충남,홍성군,여,60~69세,64,512,42039240
2023,충남,홍성군,여,70~79세,427,7240,584274600
2023,충남,홍성군,여,80~89세,1571,39251,3157467580
2023,충남,홍성군,여,90~99세,445,13568,1073086790
2023,충남,홍성군,여,100세 이상,18,797,58853430
2023,충남,태안군,남,0~9세,0,0,0
2023,충남,태안군,남,10~19세,0,0,0
2023,충남,태안군,남,20~29세,0,0,0
2023,충남,태안군,남,30~39세,0,0,0
2023,충남,태안군,남,40~49세,0,0,0
2023,충남,태안군,남,50~59세,0,0,0
2023,충남,태안군,남,60~69세,14,343,29717230
2023,충남,태안군,남,70~79세,65,1159,75969830
2023,충남,태안군,남,80~89세,141,3059,232941000
2023,충남,태안군,남,90~99세,25,563,37943460
2023,충남,태안군,남,100세 이상,0,0,0
2023,충남,태안군,여,0~9세,0,0,0
2023,충남,태안군,여,10~19세,0,0,0
2023,충남,태안군,여,20~29세,0,0,0
2023,충남,태안군,여,30~39세,0,0,0
2023,충남,태안군,여,40~49세,0,0,0
2023,충남,태안군,여,50~59세,0,0,0
2023,충남,태안군,여,60~69세,0,0,0
2023,충남,태안군,여,70~79세,109,1770,125651600
2023,충남,태안군,여,80~89세,429,9064,653373990
2023,충남,태안군,여,90~99세,189,5450,401590720
2023,충남,태안군,여,100세 이상,0,0,0
2023,충남,천안서북구,남,0~9세,0,0,0
2023,충남,천안서북구,남,10~19세,0,0,0
2023,충남,천안서북구,남,20~29세,0,0,0
2023,충남,천안서북구,남,30~39세,0,0,0
2023,충남,천안서북구,남,40~49세,0,0,0
2023,충남,천안서북구,남,50~59세,11,479,38331020
2023,충남,천안서북구,남,60~69세,82,2102,167468730
2023,충남,천안서북구,남,70~79세,351,6603,555996310
2023,충남,천안서북구,남,80~89세,612,10897,823011400
2023,충남,천안서북구,남,90~99세,124,3001,240559540
2023,충남,천안서북구,남,100세 이상,0,0,0
2023,충남,천안서북구,여,0~9세,0,0,0
2023,충남,천안서북구,여,10~19세,0,0,0
2023,충남,천안서북구,여,20~29세,0,0,0
2023,충남,천안서북구,여,30~39세,0,0,0
2023,충남,천안서북구,여,40~49세,0,0,0
2023,충남,천안서북구,여,50~59세,0,0,0
2023,충남,천안서북구,여,60~69세,116,2269,198333540
2023,충남,천안서북구,여,70~79세,582,9260,729664310
2023,충남,천안서북구,여,80~89세,1853,42068,3087145490
2023,충남,천안서북구,여,90~99세,585,13913,971673270
2023,충남,천안서북구,여,100세 이상,27,824,60772800
2023,충남,천안동남구,남,0~9세,0,0,0
2023,충남,천안동남구,남,10~19세,0,0,0
2023,충남,천안동남구,남,20~29세,0,0,0
2023,충남,천안동남구,남,30~39세,0,0,0
2023,충남,천안동남구,남,40~49세,0,0,0
2023,충남,천안동남구,남,50~59세,30,589,53006450
2023,충남,천안동남구,남,60~69세,161,3560,375219390
2023,충남,천안동남구,남,70~79세,547,10901,977236220
2023,충남,천안동남구,남,80~89세,846,18028,1590198970
2023,충남,천안동남구,남,90~99세,158,3879,314223090
2023,충남,천안동남구,남,100세 이상,0,0,0
2023,충남,천안동남구,여,0~9세,0,0,0
2023,충남,천안동남구,여,10~19세,0,0,0
2023,충남,천안동남구,여,20~29세,0,0,0
2023,충남,천안동남구,여,30~39세,0,0,0
2023,충남,천안동남구,여,40~49세,0,0,0
2023,충남,천안동남구,여,50~59세,35,323,33932100
2023,충남,천안동남구,여,60~69세,174,2317,236783740
2023,충남,천안동남구,여,70~79세,877,16451,1554503040
2023,충남,천안동남구,여,80~89세,2172,57332,4815946670
2023,충남,천안동남구,여,90~99세,670,25397,1992529670
2023,충남,천안동남구,여,100세 이상,24,1006,76762900
2023,충남,공주시,남,0~9세,0,0,0
2023,충남,공주시,남,10~19세,0,0,0
2023,충남,공주시,남,20~29세,0,0,0
2023,충남,공주시,남,30~39세,0,0,0
2023,충남,공주시,남,40~49세,0,0,0
2023,충남,공주시,남,50~59세,0,0,0
2023,충남,공주시,남,60~69세,84,3381,276136250
2023,충남,공주시,남,70~79세,239,7506,625093980
2023,충남,공주시,남,80~89세,618,20761,1705893430
2023,충남,공주시,남,90~99세,147,5451,434732050
2023,충남,공주시,남,100세 이상,0,0,0
2023,충남,공주시,여,0~9세,0,0,0
2023,충남,공주시,여,10~19세,0,0,0
2023,충남,공주시,여,20~29세,0,0,0
2023,충남,공주시,여,30~39세,0,0,0
2023,충남,공주시,여,40~49세,0,0,0
2023,충남,공주시,여,50~59세,0,0,0
2023,충남,공주시,여,60~69세,82,2093,170054410
2023,충남,공주시,여,70~79세,476,14599,1215922200
2023,충남,공주시,여,80~89세,1639,59364,4796142790
2023,충남,공주시,여,90~99세,617,39150,3116621770
2023,충남,공주시,여,100세 이상,20,1618,128832800
2023,충남,보령시,남,0~9세,0,0,0
2023,충남,보령시,남,10~19세,0,0,0
2023,충남,보령시,남,20~29세,0,0,0
2023,충남,보령시,남,30~39세,0,0,0
2023,충남,보령시,남,40~49세,0,0,0
2023,충남,보령시,남,50~59세,0,0,0
2023,충남,보령시,남,60~69세,22,284,17353600
2023,충남,보령시,남,70~79세,109,560,16143250
2023,충남,보령시,남,80~89세,301,2581,125732200
2023,충남,보령시,남,90~99세,62,738,42055660
2023,충남,보령시,남,100세 이상,0,0,0
2023,충남,보령시,여,0~9세,0,0,0
2023,충남,보령시,여,10~19세,0,0,0
2023,충남,보령시,여,20~29세,0,0,0
2023,충남,보령시,여,30~39세,0,0,0
2023,충남,보령시,여,40~49세,0,0,0
2023,충남,보령시,여,50~59세,0,0,0
2023,충남,보령시,여,60~69세,29,134,4733120
2023,충남,보령시,여,70~79세,180,1998,108283640
2023,충남,보령시,여,80~89세,700,6938,332794020
2023,충남,보령시,여,90~99세,224,1963,84408530
2023,충남,보령시,여,100세 이상,0,0,0
2023,충남,아산시,남,0~9세,0,0,0
